BK0092,Fiction,Sent-4-Correction,16.31578947,12.84242424,81,AB1,19-Sep-18
BK0093,Fiction,In-Stock,16.31578947,12.84242424,81,AB1,03-Sep-18
BK0094,Fiction,In-Stock,16.31578947,12.84242424,81,AB1,02-Sep-18
BK0095,Non-Ficition,Sent-As-Sample,16.31578947,12.84242424,81,AB1,03-Sep-18
BK0096,Commerce,In-Stock,16.31578947,12.84242424,81,AB1,04-Sep-18
BK0097,Finance,Sold,16.31578947,12.84242424,81,AB1,05-Sep-18
BK0098,Accounts,Sent-4-Correction,16.31578947,12.84242424,81,AB1,06-Sep-18
BK0099,Computer Science,Sold,16.31578947,12.84242424,81,AB1,07-Sep-18
BK0100,Biography,In-Stock,16.31578947,12.84242424,81,AB1,08-Sep-18
BK0101,Fiction,In-Stock,16.31578947,12.84242424,81,AB1,09-Sep-18
BK0102,Non-Ficition,Sold,16.31578947,12.84242424,81,AB1,10-Sep-18
BK0103,Commerce,In-Stock,16.31578947,12.84242424,81,AB1,11-Sep-18
BK0104,Finance,In-Stock,16.31578947,12.84242424,81,AB1,12-Sep-18
BK0105,Accounts,Sent-4-Correction,16.31578947,12.84242424,81,AB1,13-Sep-18
BK0106,Computer Science,In-Stock,16.31578947,12.84242424,81,AB1,14-Sep-18
BK0107,Biography,Sent-As-Sample,16.31578947,12.84242424,81,AB1,15-Sep-18
BK0108,Accounts,In-Stock,16.31578947,12.84242424,81,AB1,16-Sep-18
BK0109,Computer Science,In-Stock,16.31578947,12.84242424,81,AB1,17-Sep-18
BK0110,Biography,In-Stock,16.31578947,12.84242424,81,AB1,18-Sep-18
BK0111,Fiction,Sent-4-Correction,16.31578947,12.84242424,81,AB1,19-Sep-18
BK0112,Fiction,In-Stock,16.31578947,12.84242424,81,AB1,03-Sep-18
BK0113,Fiction,In-Stock,16.31578947,12.84242424,81,AB1,02-Sep-18
BK0114,Non-Ficition,Sent-As-Sample,16.31578947,12.84242424,81,AB1,03-Sep-18
BK0115,Commerce,In-Stock,16.31578947,12.84242424,81,AB1,04-Sep-18
BK0116,Finance,Sold,16.31578947,12.84242424,81,AB1,05-Sep-18
BK0117,Accounts,Sent-4-Correction,16.31578947,12.84242424,81,AB1,06-Sep-18
BK0118,Computer Science,Sold,16.31578947,12.84242424,81,AB1,07-Sep-18
BK0119,Biography,In-Stock,16.31578947,12.84242424,81,AB1,08-Sep-18
BK0120,Fiction,In-Stock,16.31578947,12.84242424,81,AB1,09-Sep-18
BK0121,Non-Ficition,Sold,16.31578947,12.84242424,81,AB1,10-Sep-18
BK0122,Commerce,In-Stock,16.31578947,12.84242424,81,AB1,11-Sep-18
BK0123,Finance,In-Stock,16.31578947,12.84242424,81,AB1,12-Sep-18
BK0124,Accounts,Sent-4-Correction,16.31578947,12.84242424,81,AB1,13-Sep-18
BK0125,Computer Science,In-Stock,16.31578947,12.84242424,81,AB1,14-Sep-18
BK0126,Biography,Sent-As-Sample,16.31578947,12.84242424,81,AB1,15-Sep-18
BK0127,Accounts,In-Stock,16.31578947,12.84242424,81,AB1,16-Sep-18
BK0128,Computer Science,In-Stock,16.31578947,12.84242424,81,AB1,17-Sep-18
BK0129,Biography,In-Stock,16.31578947,12.84242424,81,AB1,18-Sep-18
BK0130,Fiction,Sent-4-Correction,16.31578947,12.84242424,81,AB1,19-Sep-18
BK0131,Fiction,In-Stock,16.31578947,12.84242424,81,AB1,03-Sep-18
BK0132,Fiction,In-Stock,16.31578947,12.84242424,81,AB1,02-Sep-18
BK0133,Non-Ficition,Sent-As-Sample,16.31578947,12.84242424,81,AB1,03-Sep-18
BK0134,Commerce,In-Stock,16.31578947,12.84242424,81,AB1,04-Sep-18
BK0135,Finance,Sold,16.31578947,12.84242424,81,AB1,05-Sep-18
BK0136,Accounts,Sent-4-Correction,16.31578947,12.84242424,81,AB1,06-Sep-18
BK0137,Computer Science,Sold,16.31578947,12.84242424,81,AB1,07-Sep-18
BK0138,Biography,In-Stock,16.31578947,12.84242424,81,AB1,08-Sep-18
BK0139,Fiction,In-Stock,16.31578947,12.84242424,81,AB1,09-Sep-18
BK0140,Non-Ficition,Sold,16.31578947,12.84242424,81,AB1,10-Sep-18
BK0141,Commerce,In-Stock,16.31578947,12.84242424,81,AB1,11-Sep-18
BK0142,Finance,In-Stock,16.31578947,12.84242424,81,AB1,12-Sep-18
BK0143,Accounts,Sent-4-Correction,16.31578947,12.84242424,81,AB1,13-Sep-18
BK0144,Computer Science,In-Stock,16.31578947,12.84242424,81,AB1,14-Sep-18
BK0145,Biography,Sent-As-Sample,16.31578947,12.84242424,81,AB1,15-Sep-18
BK0146,Accounts,In-Stock,16.31578947,12.84242424,81,AB1,16-Sep-18
BK0147,Computer Science,In-Stock,16.31578947,12.84242424,81,AB1,17-Sep-18
BK0148,Biography,In-Stock,16.31578947,12.84242424,81,AB1,18-Sep-18
BK0149,Fiction,Sent-4-Correction,16.31578947,12.84242424,81,AB1,19-Sep-18
BK0150,Fiction,In-Stock,16.31578947,12.84242424,81,AB1,03-Sep-18
BK0151,Fiction,In-Stock,16.31578947,12.84242424,81,AB1,02-Sep-18
BK0152,Non-Ficition,Sent-As-Sample,16.31578947,12.84242424,81,AB1,03-Sep-18
BK0153,Commerce,In-Stock,16.31578947,12.84242424,81,AB1,04-Sep-18
BK0154,Finance,Sold,16.31578947,12.84242424,81,AB1,05-Sep-18
BK0155,Accounts,Sent-4-Correction,16.31578947,12.84242424,81,AB1,06-Sep-18
BK0156,Computer Science,Sold,16.31578947,12.84242424,81,AB1,07-Sep-18
BK0157,Biography,In-Stock,16.31578947,12.84242424,81,AB1,08-Sep-18
BK0158,Fiction,In-Stock,16.31578947,12.84242424,81,AB1,09-Sep-18
BK0159,Non-Ficition,Sold,16.31578947,12.84242424,81,AB1,10-Sep-18
BK0160,Commerce,In-Stock,16.31578947,12.84242424,81,AB1,11-Sep-18
BK0161,Finance,In-Stock,16.31578947,12.84242424,81,AB1,12-Sep-18
BK0162,Accounts,Sent-4-Correction,16.31578947,12.84242424,81,AB1,13-Sep-18
BK0163,Computer Science,In-Stock,16.31578947,12.84242424,81,AB1,14-Sep-18
BK0164,Biography,Sent-As-Sample,16.31578947,12.84242424,81,AB1,15-Sep-18
BK0165,Accounts,In-Stock,16.31578947,12.84242424,81,AB1,16-Sep-18
BK0166,Computer Science,In-Stock,16.31578947,12.84242424,81,AB1,17-Sep-18
BK0167,Biography,In-Stock,16.31578947,12.84242424,81,AB1,18-Sep-18
BK0168,Fiction,Sent-4-Correction,16.31578947,12.84242424,81,AB1,19-Sep-18
BK0169,Fiction,In-Stock,16.31578947,12.84242424,81,AB1,03-Sep-18
BK0170,Fiction,In-Stock,16.31578947,12.84242424,81,AB1,02-Sep-18
BK0171,Non-Ficition,Sent-As-Sample,16.31578947,12.84242424,81,AB1,03-Sep-18
BK0172,Commerce,In-Stock,16.31578947,12.84242424,81,AB1,04-Sep-18
BK0173,Finance,Sold,16.31578947,12.84242424,81,AB1,05-Sep-18
BK0174,Accounts,Sent-4-Correction,16.31578947,12.84242424,81,AB1,06-Sep-18
BK0175,Computer Science,Sold,16.31578947,12.84242424,81,AB1,07-Sep-18
BK0176,Biography,In-Stock,16.31578947,12.84242424,81,AB1,08-Sep-18
BK0177,Fiction,In-Stock,16.31578947,12.84242424,81,AB1,09-Sep-18
BK0178,Non-Ficition,Sold,16.31578947,12.84242424,81,AB1,10-Sep-18
BK0179,Commerce,In-Stock,16.31578947,12.84242424,81,AB1,11-Sep-18
BK0180,Finance,In-Stock,16.31578947,12.84242424,81,AB1,12-Sep-18
BK0181,Accounts,Sent-4-Correction,16.31578947,12.84242424,81,AB1,13-Sep-18
BK0182,Computer Science,In-Stock,16.31578947,12.84242424,81,AB1,14-Sep-18
BK0183,Biography,Sent-As-Sample,16.31578947,12.84242424,81,AB1,15-Sep-18
BK0184,Accounts,In-Stock,16.31578947,12.84242424,81,AB1,16-Sep-18
BK0185,Computer Science,In-Stock,16.31578947,12.84242424,81,AB1,17-Sep-18
BK0186,Biography,In-Stock,16.31578947,12.84242424,81,AB1,18-Sep-18
BK0187,Fiction,Sent-4-Correction,16.31578947,12.84242424,81,AB1,19-Sep-18
BK0188,Fiction,In-Stock,16.31578947,12.84242424,81,AB1,03-Sep-18
BK0189,Fiction,In-Stock,16.31578947,12.84242424,81,AB1,02-Sep-18
BK0190,Non-Ficition,Sent-As-Sample,16.31578947,12.84242424,81,AB1,03-Sep-18
BK0191,Commerce,In-Stock,16.31578947,12.84242424,81,AB1,04-Sep-18
BK0192,Finance,Sold,16.31578947,12.84242424,81,AB1,05-Sep-18
BK0193,Accounts,Sent-4-Correction,16.31578947,12.84242424,81,AB1,06-Sep-18
BK0194,Computer Science,Sold,16.31578947,12.84242424,81,AB1,07-Sep-18
BK0195,Biography,In-Stock,16.31578947,12.84242424,81,AB1,08-Sep-18
BK0196,Fiction,In-Stock,16.31578947,12.84242424,81,AB1,09-Sep-18
BK0197,Non-Ficition,Sold,16.31578947,12.84242424,81,AB1,10-Sep-18
BK0198,Commerce,In-Stock,16.31578947,12.84242424,81,AB1,11-Sep-18
BK0199,Finance,In-Stock,16.31578947,12.84242424,81,AB1,12-Sep-18
BK0200,Accounts,Sent-4-Correction,16.31578947,12.84242424,81,AB1,13-Sep-18
BK0201,Computer Science,In-Stock,16.31578947,12.84242424,81,AB1,14-Sep-18
BK0202,Biography,Sent-As-Sample,16.31578947,12.84242424,81,AB1,15-Sep-18
BK0203,Accounts,In-Stock,16.31578947,12.84242424,81,AB1,16-Sep-18
BK0204,Computer Science,In-Stock,16.31578947,12.84242424,81,AB1,17-Sep-18
BK0205,Biography,In-Stock,16.31578947,12.84242424,81,AB1,18-Sep-18
BK0206,Fiction,Sent-4-Correction,16.31578947,12.84242424,81,AB1,19-Sep-18
BK0207,Fiction,In-Stock,16.31578947,12.84242424,81,AB1,03-Sep-18
BK0208,Fiction,In-Stock,16.31578947,12.84242424,81,AB1,02-Sep-18
BK0209,Non-Ficition,Sent-As-Sample,16.31578947,12.84242424,81,AB1,03-Sep-18
BK0210,Commerce,In-Stock,16.31578947,12.84242424,81,AB1,04-Sep-18
BK0211,Finance,Sold,16.31578947,12.84242424,81,AB1,05-Sep-18
BK0212,Accounts,Sent-4-Correction,16.31578947,12.84242424,81,AB1,06-Sep-18
BK0213,Computer Science,Sold,16.31578947,12.84242424,81,AB1,07-Sep-18
BK0214,Biography,In-Stock,16.31578947,12.84242424,81,AB1,08-Sep-18
BK0215,Fiction,In-Stock,16.31578947,12.84242424,81,AB1,09-Sep-18
BK0216,Non-Ficition,Sold,16.31578947,12.84242424,81,AB1,10-Sep-18
BK0217,Commerce,In-Stock,16.31578947,12.84242424,81,AB1,11-Sep-18
BK0218,Finance,In-Stock,16.31578947,12.84242424,81,AB1,12-Sep-18
BK0219,Accounts,Sent-4-Correction,16.31578947,12.84242424,81,AB1,13-Sep-18
BK0220,Computer Science,In-Stock,16.31578947,12.84242424,81,AB1,14-Sep-18
BK0221,Biography,Sent-As-Sample,16.31578947,12.84242424,81,AB1,15-Sep-18
BK0222,Accounts,In-Stock,16.31578947,12.84242424,81,AB1,16-Sep-18
BK0223,Computer Science,In-Stock,16.31578947,12.84242424,81,AB1,17-Sep-18
BK0224,Biography,In-Stock,16.31578947,12.84242424,81,AB1,18-Sep-18
BK0225,Fiction,Sent-4-Correction,16.31578947,12.84242424,81,AB1,19-Sep-18
BK0226,Fiction,In-Stock,16.31578947,12.84242424,81,AB1,03-Sep-18
BK0227,Fiction,In-Stock,16.31578947,12.84242424,81,AB1,02-Sep-18
BK0228,Non-Ficition,Sent-As-Sample,16.31578947,12.84242424,81,AB1,03-Sep-18
BK0229,Commerce,In-Stock,16.31578947,12.84242424,81,AB1,04-Sep-18
BK0230,Finance,Sold,16.31578947,12.84242424,81,AB1,05-Sep-18
BK0231,Accounts,Sent-4-Correction,16.31578947,12.84242424,81,AB1,06-Sep-18
BK0232,Computer Science,Sold,16.31578947,12.84242424,81,AB1,07-Sep-18
BK0233,Biography,In-Stock,16.31578947,12.84242424,81,AB1,08-Sep-18
BK0234,Fiction,In-Stock,16.31578947,12.84242424,81,AB1,09-Sep-18
BK0235,Non-Ficition,Sold,16.31578947,12.84242424,81,AB1,10-Sep-18
BK0236,Commerce,In-Stock,16.31578947,12.84242424,81,AB1,11-Sep-18
BK0237,Finance,In-Stock,16.31578947,12.84242424,81,AB1,12-Sep-18
BK0238,Accounts,Sent-4-Correction,16.31578947,12.84242424,81,AB1,13-Sep-18
BK0239,Computer Science,In-Stock,16.31578947,12.84242424,81,AB1,14-Sep-18
BK0240,Biography,Sent-As-Sample,16.31578947,12.84242424,81,AB1,15-Sep-18
BK0241,Accounts,In-Stock,16.31578947,12.84242424,81,AB1,16-Sep-18
BK0242,Computer Science,In-Stock,16.31578947,12.84242424,81,AB1,17-Sep-18
BK0243,Biography,In-Stock,16.31578947,12.84242424,81,AB1,18-Sep-18
BK0244,Fiction,Sent-4-Correction,16.31578947,12.84242424,81,AB1,19-Sep-18
BK0245,Fiction,In-Stock,16.31578947,12.84242424,81,AB1,03-Sep-18
BK0246,Fiction,In-Stock,16.31578947,12.84242424,81,AB1,02-Sep-18
BK0247,Non-Ficition,Sent-As-Sample,16.31578947,12.84242424,81,AB1,03-Sep-18
BK0248,Commerce,In-Stock,16.31578947,12.84242424,81,AB1,04-Sep-18
BK0249,Finance,Sold,16.31578947,12.84242424,81,AB1,05-Sep-18
BK0250,Accounts,Sent-4-Correction,16.31578947,12.84242424,81,AB1,06-Sep-18
BK0251,Computer Science,Sold,16.31578947,12.84242424,81,AB1,07-Sep-18
BK0252,Biography,In-Stock,16.31578947,12.84242424,81,AB1,08-Sep-18
BK0253,Fiction,In-Stock,16.31578947,12.84242424,81,AB1,09-Sep-18
BK0254,Non-Ficition,Sold,16.31578947,12.84242424,81,AB1,10-Sep-18
BK0255,Commerce,In-Stock,16.31578947,12.84242424,81,AB1,11-Sep-18
BK0256,Finance,In-Stock,16.31578947,12.84242424,81,AB1,12-Sep-18
BK0257,Accounts,Sent-4-Correction,16.31578947,12.84242424,81,AB1,13-Sep-18
BK0258,Computer Science,In-Stock,16.31578947,12.84242424,81,AB1,14-Sep-18
BK0259,Biography,Sent-As-Sample,16.31578947,12.84242424,81,AB1,15-Sep-18
BK0260,Accounts,In-Stock,16.31578947,12.84242424,81,AB1,16-Sep-18
BK0261,Computer Science,In-Stock,16.31578947,12.84242424,81,AB1,17-Sep-18
BK0262,Biography,In-Stock,16.31578947,12.84242424,81,AB1,18-Sep-18
BK0263,Fiction,Sent-4-Correction,16.31578947,12.84242424,81,AB1,19-Sep-18
BK0264,Fiction,In-Stock,16.31578947,12.84242424,81,AB1,03-Sep-18
BK0265,Fiction,In-Stock,16.31578947,12.84242424,81,AB1,02-Sep-18
BK0266,Non-Ficition,Sent-As-Sample,16.31578947,12.84242424,81,AB1,03-Sep-18
BK0267,Commerce,In-Stock,16.31578947,12.84242424,81,AB1,04-Sep-18
BK0268,Finance,Sold,16.31578947,12.84242424,81,AB1,05-Sep-18
BK0269,Accounts,Sent-4-Correction,16.31578947,12.84242424,81,AB1,06-Sep-18
BK0270,Computer Science,Sold,16.31578947,12.84242424,81,AB1,07-Sep-18
BK0271,Biography,In-Stock,16.31578947,12.84242424,81,AB1,08-Sep-18
BK0272,Fiction,In-Stock,16.31578947,12.84242424,81,AB1,09-Sep-18
BK0273,Non-Ficition,Sold,16.31578947,12.84242424,81,AB1,10-Sep-18
BK0274,Commerce,In-Stock,16.31578947,12.84242424,81,AB1,11-Sep-18
BK0275,Finance,In-Stock,16.31578947,12.84242424,81,AB1,12-Sep-18
BK0276,Accounts,Sent-4-Correction,16.31578947,12.84242424,81,AB1,13-Sep-18
BK0277,Computer Science,In-Stock,16.31578947,12.84242424,81,AB1,14-Sep-18
BK0278,Biography,Sent-As-Sample,16.31578947,12.84242424,81,AB1,15-Sep-18
BK0279,Accounts,In-Stock,16.31578947,12.84242424,81,AB1,16-Sep-18
BK0280,Computer Science,In-Stock,16.31578947,12.84242424,81,AB1,17-Sep-18
BK0281,Biography,In-Stock,16.31578947,12.84242424,81,AB1,18-Sep-18
BK0282,Fiction,Sent-4-Correction,16.31578947,12.84242424,81,AB1,19-Sep-18
BK0283,Fiction,In-Stock,16.31578947,12.84242424,81,AB1,03-Sep-18
BK0284,Fiction,In-Stock,16.31578947,12.84242424,81,AB1,02-Sep-18
BK0285,Non-Ficition,Sent-As-Sample,16.31578947,12.84242424,81,AB1,03-Sep-18
BK0286,Commerce,In-Stock,16.31578947,12.84242424,81,AB1,04-Sep-18
BK0287,Finance,Sold,16.31578947,12.84242424,81,AB1,05-Sep-18
BK0288,Accounts,Sent-4-Correction,16.31578947,12.84242424,81,AB1,06-Sep-18
BK0289,Computer Science,Sold,16.31578947,12.84242424,81,AB1,07-Sep-18
BK0290,Biography,In-Stock,16.31578947,12.84242424,81,AB1,08-Sep-18
BK0291,Fiction,In-Stock,16.31578947,12.84242424,81,AB1,09-Sep-18
BK0292,Non-Ficition,Sold,16.31578947,12.84242424,81,AB1,10-Sep-18
BK0293,Commerce,In-Stock,16.31578947,12.84242424,81,AB1,11-Sep-18
BK0294,Finance,In-Stock,16.31578947,12.84242424,81,AB1,12-Sep-18
BK0295,Accounts,Sent-4-Correction,16.31578947,12.84242424,81,AB1,13-Sep-18
BK0296,Computer Science,In-Stock,16.31578947,12.84242424,81,AB1,14-Sep-18
BK0297,Biography,Sent-As-Sample,16.31578947,12.84242424,81,AB1,15-Sep-18
BK0298,Accounts,In-Stock,16.31578947,12.84242424,81,AB1,16-Sep-18
BK0299,Computer Science,In-Stock,16.31578947,12.84242424,81,AB1,17-Sep-18
BK0300,Biography,In-Stock,16.31578947,12.84242424,81,AB1,18-Sep-18
